,date,likes,reposts,views,comments,attachments,text
180558,1700574181,269,48,8401,1,1,"22 ноября, рыбы"
180540,1700510580,1750,185,34531,7,1,"21 ноября, овен"
180537,1700506980,714,160,15113,0,1,"21 ноября, близнецы"
180533,1700503381,940,149,17086,4,1,"21 ноября, телец"
180529,1700499782,473,97,11252,3,1,"21 ноября, лев"
180525,1700496181,389,81,13745,3,1,"21 ноября, козерог"
180512,1700488611,193,54,9172,3,1,"21 ноября, весы"
180509,1700485383,1234,206,23267,5,1,"21 ноября, стрелец"
180506,1700481782,335,67,13811,3,1,"21 ноября, водолей"
180505,1700478181,372,83,12826,5,1,"21 ноября, рак"
180497,1700474584,318,60,9075,1,1,"21 ноября, скорпион"
180494,1700470983,1523,206,23249,8,1,"21 ноября, дева"
180483,1700467385,678,136,17414,4,1,"21 ноября, рыбы"
180467,1700420580,381,69,12697,3,1,"20 ноября, близнецы"
180465,1700416980,1144,216,21820,0,1,"20 ноября, телец"
180464,1700413381,332,96,11688,1,1,"20 ноября, лев"
180462,1700409780,465,108,13232,2,1,"20 ноября, козерог"
180458,1700406182,340,104,13212,0,1,"20 ноября, овен"
180452,1700402580,487,104,14258,1,1,"20 ноября, весы"
180447,1700398984,182,36,12214,3,1,"20 ноября, стрелец"
180444,1700395383,206,60,9937,1,1,"20 ноября, водолей"
180441,1700391780,350,97,12059,0,1,"20 ноября, рак"
180436,1700388183,2369,371,38159,9,1,"20 ноября, скорпион"
180429,1700384582,571,115,14218,5,1,"20 ноября, дева"
180428,1700380981,583,90,15349,2,1,"20 ноября, рыбы"
180419,1700341380,1474,258,36801,8,1,"19 ноября, близнецы"
180417,1700337780,729,128,24570,0,1,"19 ноября, телец"
180415,1700334180,662,108,16400,1,1,"19 ноября, лев"
180410,1700330580,1635,168,22974,5,1,"19 ноября, козерог"
180408,1700326981,423,124,12044,1,1,"19 ноября, овен"
180404,1700323381,857,110,15890,2,1,"19 ноября, весы"
180403,1700319781,695,114,21679,0,1,"19 ноября, стрелец"
180400,1700316181,439,109,11986,0,1,"19 ноября, водолей"
180390,1700312582,678,177,18529,14,1,"19 ноября, рак"
180387,1700308982,443,66,11123,1,1,"19 ноября, скорпион"
180386,1700305382,318,77,10625,2,1,"19 ноября, дева"
180381,1700301782,413,61,12858,4,1,"19 ноября, рыбы"
180322,1700247780,4219,708,77811,15,1,"18 ноября, близнецы"
180316,1700244182,2681,671,97411,25,1,"18 ноября, телец"
180307,1700240581,225,48,10581,1,1,"18 ноября, лев"
180299,1700236982,385,97,12443,2,1,"18 ноября, козерог"
180293,1700233383,1219,190,21814,6,1,"18 ноября, овен"
180292,1700229783,363,109,11770,6,1,"18 ноября, весы"
180289,1700226182,256,250,11126,4,2,"18 ноября, стрелец"
180286,1700222584,307,106,11942,3,1,"18 ноября, водолей"
180281,1700218983,583,126,16988,2,1,"18 ноября, рак"
180269,1700215382,292,122,11591,8,1,"18 ноября, скорпион"
180264,1700211787,389,86,11815,0,1,"18 ноября, дева"
180262,1700208182,509,154,13838,2,1,"18 ноября, рыбы"
180244,1700161380,1623,180,35126,5,1,"17 ноября, близнецы"
180236,1700157781,1328,217,35094,7,1,"17 ноября, телец"
180230,1700154185,277,69,15110,0,1,"17 ноября, лев"
180228,1700150581,2007,315,32505,2,1,"17 ноября, козерог"
180224,1700146985,590,68,15076,3,1,"17 ноября, овен"
180219,1700143382,440,57,12124,0,1,"17 ноября, весы"
180210,1700139784,434,148,14376,5,1,"17 ноября, стрелец"
180206,1700136184,281,84,10807,0,1,"17 ноября, водолей"
180202,1700132581,2086,326,37115,3,1,"17 ноября, рак"
180193,1700128982,385,107,10726,2,1,"17 ноября, скорпион"
180186,1700125383,528,148,17896,1,1,"17 ноября, дева"
180172,1700121788,464,106,17736,4,1,"17 ноября, рыбы"
180119,1700071382,4622,983,278606,55,1,"16 ноября, близнецы"
180111,1700067781,514,137,23178,4,1,"16 ноября, телец"
180103,1700064182,642,134,24593,3,1,"16 ноября, лев"
180096,1700060583,650,199,24753,4,1,"16 ноября, козерог"
180093,1700056984,238,55,17021,6,1,"16 ноября, овен"
180079,1700053385,1887,395,49935,19,1,"16 ноября, весы"
180076,1700049783,1678,305,47295,10,1,"16 ноября, стрелец"
180071,1700046184,2014,335,50476,7,1,"16 ноября, водолей"
180062,1700042585,609,207,20158,2,1,"16 ноября, рак"
180056,1700038985,841,319,20113,8,1,"16 ноября, скорпион"
180043,1700035382,364,144,18665,13,1,"16 ноября, дева"
180039,1700034461,524,138,14060,1,1,"16 ноября, рыбы"
180015,1699988580,1339,307,30152,7,1,"15 ноября, близнецы"
180009,1699984981,474,159,20335,2,1,"15 ноября, телец"
180006,1699981385,575,168,18961,3,1,"15 ноября, лев"
180002,1699977783,623,186,21360,2,1,"15 ноября, козерог"
179997,1699974186,563,124,18563,2,1,"15 ноября, овен"
179992,1699970582,557,146,15655,4,1,"15 ноября, весы"
179987,1699966985,562,186,17068,5,1,"15 ноября, стрелец"
179983,1699963382,483,133,23252,3,1,"15 ноября, водолей"
179974,1699959782,673,170,15223,10,1,"15 ноября, рак"
179969,1699956183,700,171,21205,2,1,"15 ноября, скорпион"
179967,1699952584,656,133,19324,6,1,"15 ноября, дева"
179952,1699949351,482,221,19877,4,1,"15 ноября, рыбы"
179932,1699909380,1138,583,30871,3,1,"14 ноября, близнецы"
179928,1699905780,1054,251,23426,9,1,"14 ноября, телец"
179922,1699902180,496,133,15123,4,1,"14 ноября, лев"
179920,1699898583,463,183,18491,2,1,"14 ноября, козерог"
179914,1699894981,366,106,19797,3,1,"14 ноября, овен"
179904,1699891383,561,163,19926,7,1,"14 ноября, весы"
179901,1699887783,433,87,14235,2,1,"14 ноября, стрелец"
179898,1699884181,230,112,13020,3,1,"14 ноября, водолей"
179893,1699880583,220,80,16779,4,1,"14 ноября, рак"
179882,1699876984,416,112,16523,5,1,"14 ноября, скорпион"
179872,1699873902,522,167,17270,5,1,"14 ноября, дева"
179867,1699866668,1070,221,29798,4,1,"14 ноября, рыбы"
179842,1699815780,4575,847,90780,19,1,"13 ноября, близнецы"
179832,1699812181,886,162,19979,0,1,"13 ноября, телец"
179829,1699808581,448,91,20817,2,1,"13 ноября, лев"
179825,1699804980,1258,209,31177,4,1,"13 ноября, козерог"
179818,1699801383,1598,296,34476,6,1,"13 ноября, овен"
179817,1699797780,336,72,20531,1,1,"13 ноября, весы"
179812,1699794182,554,77,17704,4,1,"13 ноября, стрелец"
179800,1699790581,637,170,18132,7,1,"13 ноября, водолей"
179796,1699786980,2299,431,45749,8,1,"13 ноября, рак"
179793,1699783382,1718,394,37330,6,1,"13 ноября, скорпион"
179790,1699779781,605,164,19643,3,1,"13 ноября, дева"
179788,1699776181,1591,221,39269,5,1,"13 ноября, рыбы"
179756,1699729380,3167,552,70726,4,1,"12 ноября, близнецы"
179751,1699725780,434,90,16373,3,1,"12 ноября, телец"
179746,1699722181,2127,433,39057,5,1,"12 ноября, лев"
179740,1699718580,595,163,17141,8,1,"12 ноября, козерог"
179739,1699714981,571,139,18399,7,1,"12 ноября, овен"
179737,1699711380,708,182,19433,2,1,"12 ноября, весы"
179735,1699707780,691,124,18397,2,1,"12 ноября, стрелец"
179732,1699704181,920,146,21535,4,1,"12 ноября, водолей"
179729,1699700580,600,124,19160,2,1,"12 ноября, рак"
179725,1699696981,818,122,20511,6,1,"12 ноября, скорпион"
179724,1699693380,1234,303,27471,3,1,"12 ноября, дева"
179718,1699689781,474,122,18778,6,1,"12 ноября, рыбы"
179694,1699642980,8832,1367,239412,43,1,"11 ноября, близнецы"
179688,1699639381,608,122,21478,5,1,"11 ноября, телец"
179676,1699635782,477,83,17189,0,1,"11 ноября, лев"
179669,1699632184,665,78,15363,15,1,"11 ноября, козерог"
179667,1699628582,640,84,22717,2,1,"11 ноября, овен"
179662,1699624980,794,148,24395,4,1,"11 ноября, весы"
179652,1699621385,188,44,12104,7,1,"11 ноября, стрелец"
179645,1699617782,833,158,17578,4,1,"11 ноября, водолей"
179640,1699614182,393,162,15312,3,1,"11 ноября, рак"
179633,1699610582,2047,363,40400,10,1,"11 ноября, скорпион"
179630,1699606982,1201,311,30745,7,1,"11 ноября, дева"
179604,1699603381,439,118,18968,2,1,"11 ноября, рыбы"
179566,1699552983,1194,295,40315,7,1,"10 ноября, близнецы"
179552,1699549381,342,114,16142,20,1,"10 ноября, телец"
179547,1699545783,1011,231,33171,10,1,"10 ноября, лев"
179546,1699542183,379,97,13019,1,1,"10 ноября, козерог"
179544,1699538580,534,184,16791,2,1,"10 ноября, овен"
179541,1699534982,624,75,15673,3,1,"10 ноября, весы"
179536,1699531383,620,110,17435,2,1,"10 ноября, стрелец"
179534,1699527784,468,87,19429,2,1,"10 ноября, водолей"
179529,1699524183,3144,629,109193,13,1,"10 ноября, рак"
179522,1699520581,1028,145,27824,16,1,"10 ноября, скорпион"
179519,1699516986,1833,290,39653,6,1,"10 ноября, дева"
179512,1699513384,387,121,16042,1,1,"10 ноября, рыбы"
179477,1699470180,618,174,32881,4,1,"9 ноября, близнецы"
179464,1699466581,985,218,32722,7,1,"9 ноября, телец"
179459,1699462980,1098,212,30834,5,1,"9 ноября, лев"
179453,1699459380,719,186,25768,3,1,"9 ноября, козерог"
179450,1699455783,395,93,16132,1,1,"9 ноября, овен"
179448,1699453500,1016,199,27810,4,1,"9 ноября, весы"
179432,1699448594,465,77,16044,6,1,"9 ноября, стрелец"
179425,1699444987,1491,205,31410,5,1,"9 ноября, водолей"
179421,1699441384,638,196,21077,7,1,"9 ноября, рак"
179419,1699437782,596,121,16243,5,1,"9 ноября, скорпион"
179415,1699434184,451,146,16156,2,1,"9 ноября, дева"
179406,1699430581,666,175,23448,10,1,"9 ноября, рыбы"
179375,1699392660,2571,425,67509,5,1,"8 ноября, близнецы"
179373,1699389060,915,486,41590,12,1,"8 ноября, телец"
179370,1699387380,625,156,21512,3,1,"8 ноября, стрелец"
179368,1699385460,314,109,16460,8,1,"8 ноября, лев"
179367,1699383780,603,124,17111,3,1,"8 ноября, водолей"
179365,1699381860,326,90,11146,0,1,"8 ноября, козерог"
179364,1699380181,354,92,11880,1,1,"8 ноября, рак"
179355,1699378260,330,87,12336,2,1,"8 ноября, овен"
179350,1699376581,731,226,15300,8,1,"8 ноября, скорпион"
179346,1699374660,113,29,11152,6,1,"8 ноября, весы"
179342,1699372982,290,94,10882,6,1,"8 ноября, дева"
179340,1699372020,132,37,9292,5,1,"8 ноября, рыбы"
179293,1699297380,1664,257,64306,1,1,"7 ноября, близнецы"
179289,1699293782,1262,225,55807,13,1,"7 ноября, телец"
179283,1699290181,480,180,17967,0,1,"7 ноября, лев"
179280,1699286581,358,79,13647,1,1,"7 ноября, козерог"
179270,1699282983,665,129,22944,4,1,"7 ноября, овен"
179267,1699279381,787,232,20031,2,1,"7 ноября, весы"
179265,1699275792,339,81,14189,1,1,"7 ноября, стрелец"
179263,1699272182,612,211,21213,2,1,"7 ноября, водолей"
179258,1699268580,439,199,18747,5,1,"7 ноября, рак"
179256,1699264985,418,105,14646,6,1,"7 ноября, скорпион"
179247,1699261383,289,64,13549,4,1,"7 ноября, дева"
179225,1699258766,703,126,18324,6,1,"7 ноября, рыбы"
179162,1699210980,2014,477,55722,20,1,"6 ноября, близнецы"
179154,1699207380,1776,341,65283,21,1,"6 ноября, телец"
179151,1699203780,798,220,25504,4,1,"6 ноября, лев"
179147,1699200180,568,128,22455,8,1,"6 ноября, козерог"
179143,1699196582,450,99,17181,4,1,"6 ноября, овен"
179140,1699192980,329,83,13840,8,1,"6 ноября, весы"
179137,1699189381,614,89,17093,3,1,"6 ноября, стрелец"
179133,1699185781,427,146,13130,9,1,"6 ноября, водолей"
179127,1699182182,614,123,16624,1,1,"6 ноября, рак"
179123,1699178580,376,116,17875,8,1,"6 ноября, скорпион"
179122,1699174981,202,32,12509,3,1,"6 ноября, дева"
179119,1699171384,548,75,17919,3,1,"6 ноября, рыбы"
179087,1699124580,1541,272,37696,10,1,"5 ноября, близнецы"
179085,1699120981,499,182,17754,3,1,"5 ноября, телец"
179083,1699117380,551,124,19326,1,1,"5 ноября, лев"
179080,1699113781,340,59,14400,3,1,"5 ноября, козерог"
179077,1699110182,368,92,19537,5,1,"5 ноября, овен"
179074,1699106581,264,55,13394,0,1,"5 ноября, весы"
179072,1699102981,1074,174,26833,3,1,"5 ноября, стрелец"
179069,1699099380,300,46,11134,0,1,"5 ноября, водолей"
179068,1699095781,1103,171,40253,22,1,"5 ноября, рак"
179066,1699092181,305,87,11352,0,1,"5 ноября, скорпион"
179065,1699088581,588,137,18247,1,1,"5 ноября, дева"
179063,1699084982,206,69,10964,1,1,"5 ноября, рыбы"
179051,1699038180,1299,234,35056,3,1,"4 ноября, близнецы"
179048,1699034581,520,90,18327,2,1,"4 ноября, телец"
179045,1699030981,490,61,14753,1,1,"4 ноября, лев"
179043,1699027383,294,46,11025,2,1,"4 ноября, козерог"
179037,1699023787,343,68,11702,0,1,"4 ноября, овен"
179033,1699020181,464,87,15295,8,1,"4 ноября, весы"
179031,1699016582,477,96,18578,0,1,"4 ноября, стрелец"
179027,1699012983,1033,67,29894,5,1,"4 ноября, водолей"
179024,1699009381,544,89,20386,3,1,"4 ноября, рак"
179008,1699005784,803,122,26420,6,1,"4 ноября, скорпион"
179004,1699002183,412,119,14005,2,1,"4 ноября, дева"
179003,1698998582,184,39,11267,1,1,"4 ноября, рыбы"
178954,1698951780,657,153,24526,5,1,"3 ноября, близнецы"
178949,1698948181,715,190,26740,5,1,"3 ноября, телец"
178945,1698944581,301,71,18152,2,1,"3 ноября, лев"
178939,1698940985,6039,562,130644,27,1,"3 ноября, козерог"
178935,1698937386,533,112,13784,4,1,"3 ноября, овен"
178933,1698933780,306,78,11902,1,1,"3 ноября, весы"
178931,1698930181,409,91,14932,1,1,"3 ноября, стрелец"
178927,1698926582,642,440,29301,2,1,"3 ноября, водолей"
178920,1698922981,439,147,16373,2,1,"3 ноября, рак"
178916,1698919382,522,127,17522,5,1,"3 ноября, скорпион"
178912,1698915783,479,181,16208,1,1,"3 ноября, дева"
178907,1698912183,617,130,19148,4,1,"3 ноября, рыбы"
178867,1698868980,1537,566,45236,12,1,"2 ноября, близнецы"
178863,1698865380,616,115,23537,4,1,"2 ноября, телец"
178859,1698861780,469,138,15884,3,1,"2 ноября, лев"
178855,1698858180,350,129,18189,2,1,"2 ноября, козерог"
178852,1698854580,394,96,13191,5,1,"2 ноября, овен"
178849,1698850980,578,168,25535,4,1,"2 ноября, весы"
178844,1698847380,454,114,15378,1,1,"2 ноября, стрелец"
178840,1698843780,358,76,15749,5,1,"2 ноября, водолей"
178838,1698841980,513,122,15962,1,1,"2 ноября, рак"
178837,1698840180,395,126,10188,2,1,"2 ноября, скорпион"
178835,1698838380,558,115,18891,2,1,"2 ноября, дева"
178807,1698836065,338,71,16515,3,1,"2 ноября, рыбы"
178788,1698778980,1275,244,37995,14,1,"1 ноября, близнецы"
178786,1698775380,889,238,26242,2,1,"1 ноября, телец"
178783,1698771780,273,89,18309,2,1,"1 ноября, лев"
178779,1698768180,494,185,14005,2,1,"1 ноября, козерог"
178777,1698764580,413,70,14684,7,1,"1 ноября, овен"
178772,1698760980,610,130,15225,5,1,"1 ноября, весы"
178767,1698757380,304,83,17087,5,1,"1 ноября, стрелец"
178758,1698753780,390,77,13105,6,1,"1 ноября, водолей"
178755,1698750180,565,118,12761,6,1,"1 ноября, рак"
178754,1698746580,244,87,10227,1,1,"1 ноября, скорпион"
178747,1698742980,258,104,12829,2,1,"1 ноября, дева"
178745,1698739380,493,90,11409,5,1,"1 ноября, рыбы"
178714,1698692580,1719,285,38055,11,1,"31 октября, близнецы"
178710,1698688980,744,134,17826,3,1,"31 октября, телец"
178703,1698685380,277,69,12597,5,1,"31 октября, лев"
178690,1698681780,290,64,11565,10,1,"31 октября, козерог"
178688,1698678180,455,62,14759,2,1,"31 октября, овен"
178686,1698674580,467,57,12746,2,1,"31 октября, весы"
178684,1698670980,507,105,13770,3,1,"31 октября, стрелец"
178681,1698667380,520,110,13874,3,1,"31 октября, водолей"
178680,1698663780,956,129,21518,5,1,"31 октября, рак"
178677,1698660180,447,136,14850,3,1,"31 октября, скорпион"
178674,1698656580,1339,216,41735,6,1,"31 октября, дева"
178672,1698652980,1311,331,32691,3,1,"31 октября, рыбы"
178631,1698606180,1594,205,39831,9,1,"30 октября, близнецы"
178628,1698602580,1999,300,41849,8,1,"30 октября, телец"
178625,1698598980,433,91,11944,4,1,"30 октября, лев"
178618,1698595380,647,75,18379,5,1,"30 октября, козерог"
178616,1698591780,356,52,10960,5,1,"30 октября, овен"
178613,1698588180,346,80,9655,2,1,"30 октября, весы"
178612,1698584580,369,75,10483,1,1,"30 октября, стрелец"
178609,1698580980,462,119,12790,5,1,"30 октября, водолей"
178607,1698577380,405,85,12663,1,1,"30 октября, рак"
178604,1698573780,428,78,15374,4,1,"30 октября, скорпион"
178597,1698570180,327,53,11000,7,1,"30 октября, дева"
178596,1698566580,352,110,15669,3,1,"30 октября, рыбы"
178593,1698562200,1,3,9705,0,1,"Ответь на 5 вопросов и узнай какой ты врач.
Бесплатный тест тут https://vk.cc/crDHkT

«Есть противопоказания. Необходима консультация специалиста» 18+"
178579,1698519780,8751,1109,178109,34,1,"29 октября, близнецы"
178576,1698516180,273,42,13635,0,1,"29 октября, телец"
178573,1698512580,227,30,13991,0,1,"29 октября, лев"
178567,1698508980,360,40,12200,0,1,"29 октября, козерог"
178562,1698505380,706,277,25929,5,1,"29 октября, овен"
178553,1698501780,2193,581,44904,7,1,"29 октября, весы"
178549,1698498180,470,92,12186,6,1,"29 октября, стрелец"
178545,1698494580,416,57,12140,6,1,"29 октября, водолей"
178541,1698490980,1059,158,23254,4,1,"29 октября, рак"
178533,1698487380,309,113,9957,4,1,"29 октября, скорпион"
178530,1698483780,566,123,12791,1,1,"29 октября, дева"
178528,1698480180,1255,210,29322,4,1,"29 октября, рыбы"
178521,1698433380,441,114,11869,1,1,"28 октября, близнецы"
178520,1698429780,519,126,15040,0,1,"28 октября, телец"
178517,1698426180,533,143,13899,4,1,"28 октября, лев"
178511,1698422580,289,61,12783,4,1,"28 октября, козерог"
178503,1698418980,284,37,9173,2,1,"28 октября, овен"
178500,1698415380,480,108,13159,8,1,"28 октября, весы"
178497,1698411780,333,97,14039,3,1,"28 октября, стрелец"
178492,1698408180,533,135,13170,3,1,"28 октября, водолей"
178486,1698404580,558,137,15926,3,1,"28 октября, рак"
178483,1698400980,215,58,10206,1,1,"28 октября, скорпион"
178478,1698397380,481,74,15113,0,1,"28 октября, дева"
178441,1698395105,401,115,14718,2,1,"28 октября, рыбы"
178424,1698346980,1984,251,40524,1,1,"27 октября, близнецы"
178414,1698343380,2334,324,44290,12,1,"27 октября, телец"
178412,1698339780,845,136,22329,2,1,"27 октября, лев"
178405,1698336180,399,91,12834,3,1,"27 октября, козерог"
178401,1698332580,952,127,24477,3,1,"27 октября, овен"
178386,1698328980,1236,238,24541,19,1,"27 октября, весы"
178379,1698325380,555,154,14443,4,1,"27 октября, стрелец"
178376,1698321780,441,161,14057,2,1,"27 октября, водолей"
178370,1698318180,447,184,12583,3,1,"27 октября, рак"
178366,1698314580,419,63,11883,2,1,"27 октября, скорпион"
178358,1698310980,2095,373,36834,19,1,"27 октября, дева"
178349,1698307380,472,115,17837,7,1,"27 октября, рыбы"
178309,1698260580,2467,324,48292,10,1,"26 октября, близнецы"
178302,1698256980,444,101,15176,5,1,"26 октября, телец"
178296,1698253380,1711,343,38786,6,1,"26 октября, лев"
178290,1698249780,1963,235,39550,17,1,"26 октября, козерог"
178289,1698246180,583,84,13871,8,1,"26 октября, овен"
178286,1698242580,729,161,14001,5,1,"26 октября, весы"
178283,1698238980,459,101,11995,1,1,"26 октября, стрелец"
178280,1698235380,703,77,12414,1,1,"26 октября, водолей"
178277,1698231780,457,141,11841,0,1,"26 октября, рак"
178271,1698228180,567,127,13921,1,1,"26 октября, скорпион"
178260,1698224580,485,93,10749,7,1,"26 октября, дева"
178248,1698220980,486,103,12914,2,1,"26 октября, рыбы"
178228,1698174180,9864,1593,229606,18,1,"25 октября, близнецы"
178225,1698170580,1091,173,27596,4,1,"25 октября, телец"
178217,1698166980,362,79,15796,6,1,"25 октября, лев"
178212,1698163380,681,111,20487,5,1,"25 октября, козерог"
178207,1698159780,425,121,13216,4,1,"25 октября, овен"
178203,1698156180,898,147,23324,11,1,"25 октября, весы"
178202,1698152580,266,77,9958,4,1,"25 октября, стрелец"
178190,1698148980,1255,368,29317,11,1,"25 октября, водолей"
178175,1698145380,1644,298,37495,4,1,"25 октября, рак"
178173,1698141780,523,157,15390,4,1,"25 октября, скорпион"
178171,1698138180,583,141,13658,2,1,"25 октября, дева"
178157,1698135080,314,124,13651,2,1,"25 октября, рыбы"
178147,1698087780,2866,569,63961,4,1,"24 октября, близнецы"
178146,1698084180,353,65,16402,5,1,"24 октября, телец"
178142,1698080580,390,49,15038,4,1,"24 октября, лев"
178140,1698076980,435,81,14394,1,1,"24 октября, козерог"
178133,1698073380,432,301,26648,6,1,"24 октября, овен"
178128,1698069780,185,101,14972,2,1,"24 октября, весы"
178121,1698066180,296,59,11847,3,1,"24 октября, стрелец"
178111,1698062580,645,247,22400,9,1,"24 октября, водолей"
178108,1698058980,121,56,11092,2,1,"24 октября, рак"
178102,1698055380,540,144,13332,4,1,"24 октября, скорпион"
178098,1698051780,473,78,12363,2,1,"24 октября, дева"
178094,1698048180,765,212,15691,3,1,"24 октября, рыбы"
178046,1698001380,241,86,12401,2,1,"23 октября, близнецы"
178042,1697997780,397,120,14060,10,1,"23 октября, телец"
178035,1697994180,419,94,12096,3,1,"23 октября, лев"
178029,1697990580,546,96,12302,2,1,"23 октября, козерог"
178026,1697986980,1452,406,49780,23,1,"23 октября, овен"
178024,1697983380,776,193,19822,2,1,"23 октября, весы"
178021,1697979780,395,75,16651,3,1,"23 октября, стрелец"
178011,1697976180,776,232,21848,7,1,"23 октября, водолей"
178009,1697972580,546,106,23996,3,1,"23 октября, рак"
178004,1697968980,618,149,33860,6,1,"23 октября, скорпион"
178001,1697965380,530,147,20739,1,1,"23 октября, дева"
177995,1697961780,447,104,21896,6,1,"23 октября, рыбы"
177965,1697914980,3105,449,61458,9,1,"22 октября, близнецы"
177957,1697911380,1642,342,41263,3,1,"22 октября, телец"
177955,1697907780,456,172,18092,5,1,"22 октября, лев"
177951,1697904180,352,57,15529,0,1,"22 октября, козерог"
177940,1697900580,1750,345,35767,33,1,"22 октября, овен"
177934,1697896980,499,71,13811,6,1,"22 октября, весы"
177927,1697893380,433,94,22154,2,1,"22 октября, стрелец"
177920,1697889780,496,91,17573,5,1,"22 октября, водолей"
177915,1697886180,336,57,12063,4,1,"22 октября, рак"
177912,1697882580,405,72,11444,8,1,"22 октября, скорпион"
177910,1697878980,2027,418,37801,1,1,"22 октября, дева"
177909,1697875380,470,100,10398,1,1,"22 октября, рыбы"
177889,1697828580,668,65,21463,7,1,"21 октября, близнецы"
177885,1697824980,568,107,17326,3,1,"21 октября, телец"
177875,1697821380,309,193,12322,2,1,"21 октября, лев"
177868,1697817780,413,72,15995,2,1,"21 октября, козерог"
177863,1697814180,567,51,15844,1,1,"21 октября, овен"
177860,1697810580,597,146,19566,17,1,"21 октября, весы"
177858,1697806980,639,115,18678,2,1,"21 октября, стрелец"
177857,1697803380,455,178,18011,0,1,"21 октября, водолей"
177854,1697799780,731,158,18342,0,1,"21 октября, рак"
177847,1697796180,375,97,15417,2,1,"21 октября, скорпион"
177844,1697792580,730,105,17363,2,1,"21 октября, дева"
177808,1697790040,410,112,12311,1,1,"21 октября, рыбы"
177788,1697742180,650,93,25326,16,1,"20 октября, близнецы"
177782,1697738580,764,119,22241,4,1,"20 октября, телец"
177780,1697734980,325,46,14103,0,1,"20 октября, лев"
177777,1697731380,384,72,13977,1,1,"20 октября, козерог"
177772,1697727780,442,56,12066,7,1,"20 октября, овен"
177767,1697724180,377,50,12697,3,1,"20 октября, весы"
177760,1697720580,505,92,16971,7,1,"20 октября, стрелец"
177759,1697716980,444,74,18463,1,1,"20 октября, водолей"
177758,1697713380,446,111,10993,2,1,"20 октября, рак"
177753,1697709780,216,42,9208,3,1,"20 октября, скорпион"
177750,1697706180,253,79,10895,1,1,"20 октября, дева"
177747,1697702580,391,68,10552,2,1,"20 октября, рыбы"
177700,1697655780,1740,436,47148,9,1,"19 октября, близнецы"
177698,1697652180,1685,463,42908,18,1,"19 октября, телец"
177694,1697648580,734,101,19560,8,1,"19 октября, лев"
177692,1697644980,715,180,17745,1,1,"19 октября, козерог"
177690,1697641380,499,112,15128,3,1,"19 октября, овен"
177687,1697637780,279,106,10659,1,1,"19 октября, весы"
177685,1697634180,483,73,14675,1,1,"19 октября, стрелец"
177682,1697630580,371,68,13254,3,1,"19 октября, водолей"
177679,1697626980,388,100,11883,3,1,"19 октября, рак"
177677,1697623380,244,60,9554,1,1,"19 октября, скорпион"
177671,1697619780,952,117,22759,7,1,"19 октября, дева"
177655,1697616342,380,83,12432,2,1,"19 октября, рыбы"
177644,1697573160,6559,1359,178723,28,1,"18 октября, близнецы"
177643,1697569560,1309,275,35799,5,1,"18 октября, телец"
177637,1697565960,358,92,11671,3,1,"18 октября, лев"
177631,1697562360,1394,270,33031,2,1,"18 октября, козерог"
177627,1697558760,903,126,22554,5,1,"18 октября, овен"
177616,1697555160,1418,197,30385,11,1,"18 октября, весы"
177613,1697551500,5,3,10649,0,1,"Быть взрослым сложно: нужно снимать квартиру, платить коммуналку, разбираться с документами, правильно лечиться и искать работу. Чтобы вы не запутались, мы рассказали о каждом аспекте взрослой жизни в бесплатном курсе:

https://vk.tinkoff.ru/4592799"
177612,1697551380,472,101,12444,1,1,"18 октября, стрелец"
177609,1697547780,1127,276,24415,5,1,"18 октября, водолей"
177605,1697544180,325,96,12010,4,1,"18 октября, рак"
177588,1697540580,594,112,16057,4,1,"18 октября, скорпион"
177585,1697536980,591,92,17030,6,1,"18 октября, дева"
177573,1697534956,313,103,10152,2,1,"18 октября, рыбы"
177543,1697482980,1271,174,49359,10,1,"17 октября, близнецы"
177534,1697479380,1191,265,25636,14,1,"17 октября, телец"
177527,1697475780,1721,294,51022,6,1,"17 октября, лев"
177520,1697472180,942,229,17249,3,1,"17 октября, козерог"
177517,1697468580,551,144,16373,8,1,"17 октября, овен"
177514,1697464980,347,93,11953,8,1,"17 октября, весы"
177506,1697461380,764,249,19408,3,1,"17 октября, стрелец"
177504,1697457780,485,90,13558,5,1,"17 октября, водолей"
177500,1697454180,310,125,12535,5,1,"17 октября, рак"
177495,1697450580,517,119,13289,3,1,"17 октября, скорпион"
177493,1697446980,470,110,14152,5,1,"17 октября, дева"
177475,1697445524,406,77,12456,6,1,"17 октября, рыбы"
177442,1697392980,1010,217,21789,6,1,"16 октября, близнецы"
177433,1697389380,520,94,15319,3,1,"16 октября, телец"
177428,1697385780,1016,162,19962,8,1,"16 октября, лев"
177422,1697382180,475,219,16365,10,1,"16 октября, козерог"
177421,1697378580,655,140,13391,1,1,"16 октября, овен"
177418,1697374980,447,124,15092,4,1,"16 октября, весы"
177404,1697371380,478,68,12565,5,1,"16 октября, стрелец"
177399,1697367780,450,74,13309,3,1,"16 октября, водолей"
177397,1697364180,390,63,10131,4,1,"16 октября, рак"
177394,1697360580,554,123,12791,5,1,"16 октября, скорпион"
177393,1697356980,584,93,13277,2,1,"16 октября, дева"
177387,1697353380,270,83,10505,2,1,"16 октября, рыбы"
177378,1697310180,675,141,18706,1,1,"15 октября, близнецы"
177368,1697306580,578,136,15611,7,1,"15 октября, телец"
177366,1697302980,553,122,14446,1,1,"15 октября, лев"
177363,1697299380,400,167,14269,4,1,"15 октября, козерог"
